Resource01;{Resource01_dummy};{Resource01_dummy};{Resource01_dummy};{Resource01_dummy};{Resource01_dummy};{Resource01_dummy};{Resource01_dummy};{Resource01_dummy};{Resource01_dummy};{Resource27, Resource01};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, admin1, Resource14, Resource24, Resource15, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource23;{Resource23, Resource06};{Resource23, Resource06, Resource22};{Resource12, Resource06, Resource23, Resource22};{Resource23, Resource09, Resource03, Resource12, Resource06, Resource22};{Resource06, Resource14, Resource09, Resource23, Resource03, Resource22, Resource12};{Resource14, Resource12, Resource21, Resource06, Resource03, Resource13, Resource04, Resource09, Resource23, Resource22};{Resource09, Resource23, Resource14, Resource21, Resource05, Resource06, Resource03, Resource13, Resource04, Resource11, Resource12, Resource22};{Resource14, Resource12, Resource21, Resource05, Resource06, Resource03, Resource13, Resource43, Resource04, Resource09, Resource23, Resource07, Resource11, Resource22};{Resource02, Resource21, Resource05, Resource06, Resource13, Resource39, Resource43, Resource04, Resource09, Resource07, Resource23, Resource14, Resource03, Resource11, Resource12, Resource22};{Resource25, Resource12, Resource26, Resource02, Resource21, admin3, Resource34, Resource05, Resource06, Resource13, Resource32, Resource39, Resource17, Resource43, Resource04, Resource09, Resource20, Resource19, Resource38, Resource07, admin1, Resource35, Resource23, Resource14, Resource29, Resource03, Resource24, Resource15, Resource18, Resource08, Resource11, Resource10, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, admin1, Resource14, Resource24, Resource15, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource24;{Resource24_dummy};{Resource24_dummy};{Resource24_dummy};{Resource24_dummy};{Resource32, Resource24};{Resource32, Resource34, Resource24, Resource25};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource17, Resource10, Resource19, Resource38};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource18, Resource17, Resource20, Resource10, Resource19, Resource38};{Resource25, Resource26, admin3, Resource34, Resource32, Resource17, Resource20, Resource19, Resource38, admin1, Resource35, Resource29, Resource24, Resource15, Resource18, Resource08, Resource10};{Resource25, Resource12, Resource26, Resource02, Resource21, admin3, Resource34, Resource05, Resource06, Resource13, Resource32, Resource39, Resource17, Resource43, Resource04, Resource09, Resource20, Resource19, Resource38, Resource07, admin1, Resource35, Resource23, Resource14, Resource29, Resource03, Resource24, Resource15, Resource18, Resource08, Resource11, Resource10, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, admin1, Resource14, Resource24, Resource15, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource25;{Resource25_dummy};{Resource25_dummy};{Resource25_dummy};{Resource25_dummy};{Resource34, Resource25};{Resource32, Resource34, Resource24, Resource25};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource17, Resource10, Resource19, Resource38};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource18, Resource17, Resource20, Resource10, Resource19, Resource38};{Resource25, Resource26, admin3, Resource34, Resource32, Resource17, Resource20, Resource19, Resource38, admin1, Resource35, Resource29, Resource24, Resource15, Resource18, Resource08, Resource10};{Resource25, Resource12, Resource26, Resource02, Resource21, admin3, Resource34, Resource05, Resource06, Resource13, Resource32, Resource39, Resource17, Resource43, Resource04, Resource09, Resource20, Resource19, Resource38, Resource07, admin1, Resource35, Resource23, Resource14, Resource29, Resource03, Resource24, Resource15, Resource18, Resource08, Resource11, Resource10, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, admin1, Resource14, Resource24, Resource15, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource26;{Resource26_dummy};{Resource26, Resource29};{Resource15, Resource26, Resource29};{Resource35, Resource15, Resource29, Resource26, Resource19};{Resource35, Resource15, Resource17, Resource26, Resource29, Resource19};{Resource35, Resource26, Resource29, admin3, Resource15, Resource17, Resource10, Resource19, Resource38};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource17, Resource10, Resource19, Resource38};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource18, Resource17, Resource20, Resource10, Resource19, Resource38};{Resource25, Resource26, admin3, Resource34, Resource32, Resource17, Resource20, Resource19, Resource38, admin1, Resource35, Resource29, Resource24, Resource15, Resource18, Resource08, Resource10};{Resource25, Resource12, Resource26, Resource02, Resource21, admin3, Resource34, Resource05, Resource06, Resource13, Resource32, Resource39, Resource17, Resource43, Resource04, Resource09, Resource20, Resource19, Resource38, Resource07, admin1, Resource35, Resource23, Resource14, Resource29, Resource03, Resource24, Resource15, Resource18, Resource08, Resource11, Resource10, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, admin1, Resource14, Resource24, Resource15, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource27;{Resource27_dummy};{Resource27_dummy};{Resource27_dummy};{Resource27_dummy};{Resource27_dummy};{Resource27_dummy};{Resource27_dummy};{Resource27_dummy};{Resource27_dummy};{Resource27, Resource01};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, admin1, Resource14, Resource24, Resource15, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource28;{Resource28_dummy};{Resource28_dummy};{Resource28_dummy};{Resource28_dummy};{Resource28_dummy};{Resource28_dummy};{Resource28_dummy};{Resource28_dummy};{Resource28_dummy};{Resource28_dummy};{Resource28_dummy};{Resource28_dummy};{Resource28, Resource31};{Resource28, Resource36, Resource31};*
Resource29;{Resource29_dummy};{Resource26, Resource29};{Resource15, Resource26, Resource29};{Resource35, Resource15, Resource29, Resource26, Resource19};{Resource35, Resource15, Resource17, Resource26, Resource29, Resource19};{Resource35, Resource26, Resource29, admin3, Resource15, Resource17, Resource10, Resource19, Resource38};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource17, Resource10, Resource19, Resource38};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource18, Resource17, Resource20, Resource10, Resource19, Resource38};{Resource25, Resource26, admin3, Resource34, Resource32, Resource17, Resource20, Resource19, Resource38, admin1, Resource35, Resource29, Resource24, Resource15, Resource18, Resource08, Resource10};{Resource25, Resource12, Resource26, Resource02, Resource21, admin3, Resource34, Resource05, Resource06, Resource13, Resource32, Resource39, Resource17, Resource43, Resource04, Resource09, Resource20, Resource19, Resource38, Resource07, admin1, Resource35, Resource23, Resource14, Resource29, Resource03, Resource24, Resource15, Resource18, Resource08, Resource11, Resource10, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, admin1, Resource14, Resource24, Resource15, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource30;{Resource30_dummy};{Resource30_dummy};{Resource30_dummy};{Resource30_dummy};{Resource30_dummy};{Resource30_dummy};{Resource30_dummy};{Resource30_dummy};{Resource30_dummy};{Resource30_dummy};{admin2, Resource30};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource31;{Resource31_dummy};{Resource31_dummy};{Resource31_dummy};{Resource31_dummy};{Resource31_dummy};{Resource31_dummy};{Resource31_dummy};{Resource31_dummy};{Resource31_dummy};{Resource31_dummy};{Resource31_dummy};{Resource31_dummy};{Resource28, Resource31};{Resource28, Resource36, Resource31};*
Resource32;{Resource32_dummy};{Resource32_dummy};{Resource32_dummy};{Resource32_dummy};{Resource32, Resource24};{Resource32, Resource34, Resource24, Resource25};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource17, Resource10, Resource19, Resource38};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource18, Resource17, Resource20, Resource10, Resource19, Resource38};{Resource25, Resource26, admin3, Resource34, Resource32, Resource17, Resource20, Resource19, Resource38, admin1, Resource35, Resource29, Resource24, Resource15, Resource18, Resource08, Resource10};{Resource25, Resource12, Resource26, Resource02, Resource21, admin3, Resource34, Resource05, Resource06, Resource13, Resource32, Resource39, Resource17, Resource43, Resource04, Resource09, Resource20, Resource19, Resource38, Resource07, admin1, Resource35, Resource23, Resource14, Resource29, Resource03, Resource24, Resource15, Resource18, Resource08, Resource11, Resource10, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, admin1, Resource14, Resource24, Resource15, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource33;{Resource33_dummy};{Resource33_dummy};{Resource33_dummy};{Resource33_dummy};{Resource33_dummy};{Resource33_dummy};{Resource33_dummy};{Resource33_dummy};{Resource33_dummy};{Resource33_dummy};{Resource33_dummy};{Resource33_dummy};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource34;{Resource34_dummy};{Resource34_dummy};{Resource34_dummy};{Resource34_dummy};{Resource34, Resource25};{Resource32, Resource34, Resource24, Resource25};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource17, Resource10, Resource19, Resource38};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource18, Resource17, Resource20, Resource10, Resource19, Resource38};{Resource25, Resource26, admin3, Resource34, Resource32, Resource17, Resource20, Resource19, Resource38, admin1, Resource35, Resource29, Resource24, Resource15, Resource18, Resource08, Resource10};{Resource25, Resource12, Resource26, Resource02, Resource21, admin3, Resource34, Resource05, Resource06, Resource13, Resource32, Resource39, Resource17, Resource43, Resource04, Resource09, Resource20, Resource19, Resource38, Resource07, admin1, Resource35, Resource23, Resource14, Resource29, Resource03, Resource24, Resource15, Resource18, Resource08, Resource11, Resource10, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, admin1, Resource14, Resource24, Resource15, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource35;{Resource35_dummy};{Resource35_dummy};{Resource35, Resource19};{Resource35, Resource15, Resource29, Resource26, Resource19};{Resource35, Resource15, Resource17, Resource26, Resource29, Resource19};{Resource35, Resource26, Resource29, admin3, Resource15, Resource17, Resource10, Resource19, Resource38};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource17, Resource10, Resource19, Resource38};{Resource35, Resource25, Resource26, Resource29, admin3, Resource34, Resource24, Resource15, Resource32, Resource18, Resource17, Resource20, Resource10, Resource19, Resource38};{Resource25, Resource26, admin3, Resource34, Resource32, Resource17, Resource20, Resource19, Resource38, admin1, Resource35, Resource29, Resource24, Resource15, Resource18, Resource08, Resource10};{Resource25, Resource12, Resource26, Resource02, Resource21, admin3, Resource34, Resource05, Resource06, Resource13, Resource32, Resource39, Resource17, Resource43, Resource04, Resource09, Resource20, Resource19, Resource38, Resource07, admin1, Resource35, Resource23, Resource14, Resource29, Resource03, Resource24, Resource15, Resource18, Resource08, Resource11, Resource10, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, admin1, Resource14, Resource24, Resource15, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource22};{Resource25, Resource26, Resource34, Resource13, Resource39, Resource17, Resource43, Resource09, Resource20, Resource19, Resource38, Resource07, Resource35, Resource29, Resource03, Resource18, Resource08, Resource11, Resource12, Resource10, Resource01, Resource27, Resource02, Resource21, Resource05, admin3, Resource06, Resource32, Resource04, Resource30, admin1, Resource14, Resource24, Resource15, admin2, Resource33, Resource23, Resource16, Resource22};*
Resource36;{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource36_dummy};{Resource28, Resource36, Resource31};*
